0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869,0.8869
1.2634,0.9781,0.8770,0.8770,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,1.2634,0.9781,1.2634
1.0468,1.0384,1.0360,1.2738,1.0451,1.2743,1.0451,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.0468,1.0451,1.0451,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.2743,1.0451,1.2743,1.0451,1.0403,1.0468
1.5248,1.5125,1.5089,1.5223,1.5222,1.5353,1.5222,1.5353,1.5353,1.5353,1.5353,1.5353,1.5340,1.5340,1.5353,1.5340,1.5340,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5340,1.5353,1.5353,1.5353,1.5340,1.5353,1.5353,1.5353,1.5340,1.5340,1.5340,1.5340,1.5353,1.5353,1.5340,1.5353,1.5340,1.5340,1.5340,1.5340,1.5340,1.5340,1.5340,1.5340,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5340,1.5340,1.5340,1.5340,1.5353,1.5353,1.5353,1.5353,1.5353,1.5340,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5353,1.5340,1.5353,1.5340,1.5248,1.5222,1.5222,1.5340,1.5340,1.5340,1.5340,1.5340,1.5340,1.5340,1.5222,1.5340,1.5222,1.5152,1.5248
1.6626,1.6491,1.6451,1.6598,1.6597,1.6740,1.6597,1.6740,1.6740,1.6740,1.6740,1.6740,1.6726,1.6726,1.6740,1.6726,1.6726,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6726,1.6740,1.6740,1.6740,1.6726,1.6740,1.6740,1.6740,1.6726,1.6726,1.6726,1.6726,1.6740,1.6740,1.6726,1.6740,1.6726,1.6726,1.6726,1.6726,1.6726,1.6726,1.6726,1.6726,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6726,1.6726,1.6726,1.6726,1.6740,1.6740,1.6740,1.6740,1.6740,1.6726,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6740,1.6726,1.6740,1.6726,1.6626,1.6597,1.6597,1.6726,1.6726,1.6726,1.6726,1.6726,1.6726,1.6726,1.6597,1.6726,1.6597,1.6521,1.6626
1.6437,1.6303,1.6264,1.6410,1.6409,1.6552,1.6409,1.6552,1.6552,1.6552,1.6552,1.6552,1.6537,1.6537,1.6552,1.6537,1.6537,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6537,1.6552,1.6552,1.6552,1.6537,1.6552,1.6552,1.6552,1.6537,1.6537,1.6537,1.6537,1.6552,1.6552,1.6537,1.6552,1.6537,1.6537,1.6537,1.6537,1.6537,1.6537,1.6537,1.6537,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6537,1.6537,1.6537,1.6537,1.6552,1.6552,1.6552,1.6552,1.6552,1.6537,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6552,1.6537,1.6552,1.6537,1.6437,1.6409,1.6409,1.6537,1.6537,1.6537,1.6537,1.6537,1.6537,1.6537,1.6409,1.6537,1.6409,1.6333,1.6437
1.6250,1.6117,1.6078,1.6223,1.6222,1.4839,1.6222,1.4839,1.4839,1.4839,1.4839,1.4839,1.4826,1.4826,1.4839,1.4826,1.4826,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4826,1.4839,1.4839,1.4839,1.4826,1.4839,1.4839,1.4839,1.4826,1.4826,1.4826,1.4826,1.4839,1.4839,1.4826,1.4839,1.4826,1.4826,1.4826,1.4826,1.4826,1.4826,1.4826,1.4826,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4826,1.4826,1.4826,1.4826,1.4839,1.4839,1.4839,1.4839,1.4839,1.4826,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4839,1.4826,1.4839,1.4826,1.6250,1.6222,1.6222,1.4826,1.4826,1.4826,1.4826,1.4826,1.4826,1.4826,1.6222,1.4826,1.6222,1.6146,1.6250
1.5320,1.5932,1.5892,1.6037,1.6036,1.3129,1.6036,1.3129,1.3129,1.3129,1.3129,1.3129,1.3117,1.3117,1.3129,1.3117,1.3117,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3117,1.3129,1.3129,1.3129,1.3117,1.3129,1.3129,1.3129,1.3117,1.3117,1.3117,1.3117,1.3129,1.3129,1.3117,1.3129,1.3117,1.3117,1.3117,1.3117,1.3117,1.3117,1.3117,1.3117,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3117,1.3117,1.3117,1.3117,1.3129,1.3129,1.3129,1.3129,1.3129,1.3117,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3129,1.3117,1.3129,1.3117,1.5320,1.6036,1.6036,1.3117,1.3117,1.3117,1.3117,1.3117,1.3117,1.3117,1.6036,1.3117,1.6036,1.5961,1.5320
1.3647,1.5747,1.5708,1.4375,1.4374,1.1424,1.4374,1.2792,1.1424,1.1424,1.1424,1.2792,1.2791,1.2791,1.2792,1.2791,1.2791,1.2792,1.1424,1.1424,1.2792,1.2792,1.2792,1.1424,1.1424,1.2792,1.2792,1.2792,1.2792,1.2792,1.2792,1.2791,1.2792,1.2792,1.2792,1.2791,1.2792,1.2792,1.2792,1.2791,1.2791,1.2791,1.2791,1.1424,1.2792,1.2791,1.2792,1.2791,1.2791,1.2791,1.1414,1.1414,1.1414,1.1414,1.2791,1.2792,1.2792,1.2792,1.2792,1.2792,1.2792,1.2792,1.2791,1.2791,1.2791,1.2791,1.2792,1.2792,1.2792,1.2792,1.2792,1.2791,1.2792,1.2792,1.2792,1.2792,1.2792,1.2792,1.2792,1.2792,1.2792,1.2792,1.2791,1.2792,1.2791,1.3647,1.4374,1.4374,1.2791,1.1414,1.1414,1.1414,1.1414,1.1414,1.1414,1.4374,1.1414,1.4374,1.5776,1.3647
1.1979,1.4843,1.5525,1.2716,1.2715,0.9730,1.2851,1.2515,1.2513,0.9730,0.9730,1.2515,0.9955,0.9731,1.2515,0.9731,0.9731,1.2515,0.9954,1.2513,1.2515,1.2515,1.2515,1.2513,1.2513,1.2515,1.2515,1.2515,1.2515,1.2515,1.2515,0.9955,1.2515,1.2515,1.2515,0.9955,1.2515,1.2515,1.2515,0.9731,0.9955,0.9731,0.9731,1.2513,1.2515,0.9955,1.2515,0.9955,0.9955,0.9731,0.9953,0.9722,0.9722,0.9722,0.9731,1.2515,1.2515,1.2515,1.2515,1.2515,1.2515,1.2515,0.9731,0.9955,0.9955,0.9731,1.2515,1.2515,1.2515,1.2515,1.2515,0.9955,1.2515,1.2515,1.2515,1.2515,1.2515,1.2515,1.2515,1.2515,1.2515,1.2515,0.9731,1.2515,0.9731,1.1979,1.2715,1.2715,0.9731,1.2644,1.2644,1.2644,1.2644,1.2644,1.2644,1.2715,1.2644,1.2715,1.4140,1.1979
